Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees
H0AK01020,"DEVENS, JOHN S",,1,DEM,468027,0,472118,0,3307,3720,0,83201,1000,34008,1000,121611,276139,AK,0,,W,,L,43,98851,8777,12/31/1992,100,1000
H8AK00025,"RODEY, PATRICK M",,1,DEM,97900,0,94958,0,0,2940,0,92400,0,0,0,92400,4800,AK,0,,L,,,0,500,200,8/19/1992,0,0
H8AK00033,"GRUENSTEIN, PETER",,1,DEM,0,0,0,0,163,163,0,0,0,0,0,83934,0,AK,0,,,,,,0,0,12/31/1992,0,0
H2AK00036,"SEIP, LARRY A",,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,AK,0,,L,,,0,0,0,8/19/1992,0,0
H2AK00069,"COLLINS, VIRGINIA MARIE",,2,REP,116415,17500,115016,17500,0,1403,0,49150,0,0,0,49150,36399,AK,0,,L,,,0,12200,0,12/31/1992,50,0
H6AK00045,"YOUNG, DON",I,2,REP,867848,4992,873486,0,5543,-86,0,0,0,0,0,92474,453594,AK,0,,W,,W,47,377335,19283,12/31/1992,5100,500
H2AK01042,"STATES, MICHAEL ALBERT",,3,IND,6920,0,6835,0,0,83,550,0,0,0,0,0,6370,AK,0,,W,,L,6,0,0,12/31/1992,0,0
H2AL01036,"BREWER, WILLIAM A",,1,DEM,13500,0,13297,0,0,199,0,11680,0,0,0,11681,1520,AL,1,,W,,L,37,0,300,12/31/1992,0,0
H4AL01016,"ALEXANDER, DAN C JR",C,1,DEM,0,0,0,0,12096,12096,0,0,0,0,0,29800,0,AL,1,,,,,,0,0,12/31/1992,0,0
H4AL01032,"CALLAHAN, HERBERT L",I,2,REP,376087,0,383760,0,236511,228837,0,0,0,0,0,0,141935,AL,1,,W,,W,60,214808,19,12/31/1992,750,6200
H0AL02046,"BAGGIANO, FAYE S",O,1,DEM,267869,0,273316,0,5445,0,8370,75000,0,75000,0,0,72062,AL,2,,R,L,,0,107024,150,12/31/1992,1000,0
H2AL02018,"LEE, LARRY",O,1,DEM,71866,0,71866,0,0,0,0,21829,0,1152,0,5000,49036,AL,2,,L,,,0,0,0,12/31/1992,0,0
H2AL02042,"WALLACE, GEORGE C JR",O,1,DEM,667142,28000,665773,28000,0,1367,0,20000,1000,5000,0,57088,355387,AL,2,,R,W,L,48,247409,10100,12/31/1992,3600,0
H2AL02059,"DIXON, LARRY DEAN",O,2,REP,105310,0,87180,0,0,11074,0,0,0,0,0,0,82210,AL,2,,L,,,0,23100,290,9/30/1992,0,0
H2AL02067,"EVERETT, ROBERT TERRY",O,2,REP,1054982,0,1027754,0,0,27228,26588,904703,0,0,0,904703,123691,AL,2,,W,,W,49,0,0,12/31/1992,0,0
H6AL02050,"DICKINSON, WILLIAM LOUIS",I,2,REP,213871,0,132738,6000,250325,331461,0,0,0,0,0,0,38825,AL,2,,,,,,51500,163,12/31/1992,2000,500
H0AL03036,"BROWDER, JOHN GLEN",I,1,DEM,231325,0,108814,0,119913,242422,0,0,0,0,0,0,110447,AL,3,,W,,W,60,105550,2350,12/31/1992,0,0
H0AL03077,"ADAMS, CHARLES H",C,1,DEM,95784,0,96762,0,978,0,33047,62737,0,80917,0,36818,0,AL,3,,,,,,0,0,12/31/1992,0,0
H0AL03101,"DIAL, GERALD OSCAR",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,32894,0,AL,3,,,,,,0,0,12/31/1992,0,0
H0AL03044,"ROBBINS, RAY F II",C,2,REP,0,0,0,0,0,0,50000,0,0,0,0,0,0,AL,3,,,,,,0,0,12/31/1992,0,0
H0AL03168,"SLEDGE, ROLAND DONALD",,2,REP,22390,0,22160,0,0,231,4544,3190,0,600,0,2590,11629,AL,3,,W,,L,37,27,3000,12/31/1992,0,0
H6AL03017,"GUERIN, WHITCOMB HALSEY",,2,REP,0,0,7,0,7,0,0,0,0,7,0,0,0,AL,3,,,,,,0,0,12/31/1992,0,0
H6AL04023,"BEVILL, TOM",I,1,DEM,318198,0,519416,0,566499,365281,0,0,0,0,0,0,132354,AL,4,,W,,W,69,110675,500,12/31/1992,0,5000
H2AL04014,"STRICKLAND, MARTHA CAROLYN",,2,REP,20139,0,20117,0,0,22,0,1389,0,0,0,1389,14176,AL,4,,W,,L,29,2500,1874,1/31/1993,0,0
H0AL05049,"CRAMER, ROBERT E (BUD) JR",I,1,DEM,400693,0,389349,0,20771,32112,0,0,0,86999,0,0,168209,AL,5,,W,,W,66,223075,3371,12/30/1992,3300,1000
H0AL05064,"GREER, BAYLESS LYNN",C,1,DEM,35838,0,42894,0,7056,0,33338,0,0,41617,0,0,0,AL,5,,,,,,2500,0,12/31/1991,0,0
H0AL05098,"PRATT, EVELYN",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,5,,,,,,0,0,1/31/1991,0,0
H0AL05148,"SPEARS, WILLIAM EARL",C,1,DEM,0,0,0,0,1094,1094,0,0,0,0,0,5050,0,AL,5,,,,,,0,0,12/31/1992,0,0
H6AL05038,"FLIPPO, RONNIE G",C,1,DEM,52419,0,61953,0,439898,430364,0,0,0,0,0,0,0,AL,5,,,,,,0,0,12/31/1992,0,0
H2AL05037,"SMITH, TERRY ALLEN",,2,REP,35301,0,32178,0,0,319,953,2557,0,0,0,1640,29267,AL,5,,W,,L,32,1523,950,12/31/1992,0,0
H2AL06019,"ERDREICH, BENJAMIN L",I,1,DEM,677829,0,1025593,0,364025,16422,0,0,0,0,0,0,227959,AL,6,,W,,L,45,405200,11100,12/31/1992,850,0
H2AL06035,"BACHUS, SPENCER THOMAS",,2,REP,527406,0,502793,0,0,15660,0,28200,0,28200,0,30727,330194,AL,6,,R,W,W,52,150307,18699,12/31/1992,500,0
H2AL06043,"CONNORS, MARTIN J (MARTY) III",,2,REP,147826,0,137367,0,0,373,0,36000,0,0,0,33333,110410,AL,6,,R,L,,0,1250,0,12/31/1992,0,0
H2AL06050,"KING, MICHAEL ALLEN",,2,REP,160801,0,159095,0,0,2178,25050,150,0,0,0,150,126675,AL,6,,L,,,0,2980,0,12/31/1992,750,0
H2AL06068,"GUNTER, JAMES L",,2,REP,31505,0,32503,0,0,0,0,2985,0,2985,0,0,26255,AL,6,,L,,,0,5000,0,9/30/1992,1000,0
H2AL07025,"SANDERS, HENRY",O,1,DEM,201293,0,201453,0,0,3565,0,83700,10000,0,10000,83700,99705,AL,7,,R,L,,0,7800,0,12/31/1992,1000,0
H2AL07033,"MCCLAIN, EDWARD B",O,1,DEM,16321,0,16320,0,0,0,4500,0,0,0,0,1233,8182,AL,7,,L,,,0,3000,0,12/31/1992,0,0
H2AL07041,"HILLIARD, EARL FREDERICK",O,1,DEM,340673,0,340756,0,0,6322,0,17721,2600,25777,0,72021,141052,AL,7,,R,W,W,70,120650,60250,12/31/1992,8500,0
H2AL07058,"KNIGHT, JOHN F JR",O,1,DEM,148886,0,148324,0,0,560,0,47590,0,0,0,73306,91207,AL,7,,L,,,0,9500,0,12/31/1992,2000,0
H2AL07066,"THOMAS, JAMES LOUIS",O,1,DEM,21085,3605,22034,0,0,0,0,10200,0,0,0,14287,1530,AL,7,,L,,,0,5750,0,7/31/1992,0,0
H6AL07059,"TAYLOR, SAM E",O,1,DEM,54842,0,109736,0,0,-54886,0,23500,10000,0,0,13500,11985,AL,7,,L,,,0,3500,5000,5/20/1992,0,0
H6AL07075,"HARRIS, CLAUDE JR",I,1,DEM,183169,0,159548,0,77742,101364,0,0,0,0,0,0,58075,AL,7,,,,,,116494,300,12/31/1992,47725,3075
